
knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 5, 3, 0.94823424247665077935209865245269611, 0.94152997389291159802127140210359357, 0.94482875753481199154748537694104016, 13642013003, 68210065015, 68307941955
3, 5, 4, 0.96827096225355047121041707214317285, 0.94414828267720740662127809628145769, 0.95601546630925038350312661350471899, 13642013003, 68210065015, 68307941955
3, 5, 5, 0.93816899121554298002223504227004014, 0.95035516969218625238369213548139669, 0.94411140897356626844327820435864851, 13642013003, 68210065015, 68307941955
3, 5, 6, 0.96232113107437577959046848263824359, 0.98506467661691543558077910347492434, 0.97343963342403994065676897662342526, 13642013003, 68210065015, 68307941955
3, 5, 7, 0.93226937178910418424493400380015373, 0.95281958379784459367556337383575737, 0.94208192379166977303839303203858435, 13642013003, 68210065015, 68307941955
3, 5, 8, 0.98126186788476454925245207050465979, 0.89052631578947372137378124534734525, 0.93358670747012340029868937563151121, 13642013003, 68210065015, 68307941955
3, 5, 9, 0.90846805800523566798432284485897981, 0.93366834170854284824514479623758234, 0.92082453792561125283100409433245659, 13642013003, 68210065015, 68307941955

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 6, 0, 0.965484, 0.986875, 0.976035, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 1, 0.93507441939007451825460748295881785, 0.98815028323225051476441649356274866, 0.96067062990158458291034548892639577, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 2, 0.97758051094356346322200579379568808, 0.9186535303776682814813625554961618, 0.94715756794012018193740232163690962, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 3, 0.95034924330185910346102673429413699, 0.94253075983845213681178165643359534, 0.94627597392471640702638069342356175, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 4, 0.96708458019500953550817712311982177, 0.93690412289446101112844189628958702, 0.95165746111572735443928650056477636, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 5, 0.94421017026651232750822373418486677, 0.95143487858719655303474382890271954, 0.94779070167762136112088455774937756, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 6, 0.96225537502760738473028823136701249, 0.98704971010360231797875485426629893, 0.97445700983885252810523525113239884, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 7, 0.93102119062791699466430372922332026, 0.95669722941997203946584704681299627, 0.94351757967018023975924734259024262, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 8, 0.97693867080944940539666276890784502, 0.8894395350688640844438737076416146, 0.93107166116682560375039656719309278, 11865920235.8333339691162109375, 71195521415, 71315792034
3, 6, 9, 0.90268904411149686328741381657891907, 0.93765364488256064401383582662674598, 0.91965600662614532812000334160984494, 11865920235.8333339691162109375, 71195521415, 71315792034

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 7, 0, 0.967423, 0.984902, 0.976044, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 1, 0.93563298631392988191635140537982807, 0.98630456592240034474627918825717643, 0.96010248719572033326841165035148151, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 2, 0.97682708506698234796061797169386409, 0.92249280920421861118541073665255681, 0.94873357453023599017427613944164477, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 3, 0.94623835156366742360489752172725275, 0.93755473453749327283901493501616642, 0.94178178856146188557829646015306935, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 4, 0.97241524802729606413720375712728128, 0.94103847356897085685289994216873311, 0.95633350982128140227445101118064485, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 5, 0.94625587955625822811356329111731611, 0.94702274469716318794354492638376541, 0.94648902139610646688794304282055236, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 6, 0.95689857132773059600339138341951184, 0.98305167055167064216192329695331864, 0.96959008766834742232276767026633024, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 7, 0.93183125111066966717032755695981905, 0.95666735767406918533595217013498768, 0.94393880940960361858316218786058016, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 8, 0.97374836644767748250473005100502633, 0.89370525988173044051876559024094604, 0.93183932127573565473710459627909586, 10484336977.5714282989501953125, 73390358843, 73532748347
3, 7, 9, 0.90122872832177747248749710706761107, 0.93767500105528267528853803014499135, 0.91876972249885502375121859586215578, 10484336977.5714282989501953125, 73390358843, 73532748347

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 8, 0, 0.963988, 0.986862, 0.975142, 9357570249.375, 74860561995, 75025830639
3, 8, 1, 0.93280557084969528691686946331174113, 0.98722627737226287258920365275116637, 0.95921256372187724270617081856471486, 9357570249.375, 74860561995, 75025830639
3, 8, 2, 0.98186372480783368210666139930253848, 0.92628449794480338663760221606935374, 0.95304020296721991822863628840423189, 9357570249.375, 74860561995, 75025830639
3, 8, 3, 0.95131893669398370771972395232296549, 0.94650668666416704066790543947718106, 0.9488283537672834722087600312079303, 9357570249.375, 74860561995, 75025830639
3, 8, 4, 0.96122578092390709159076322976034135, 0.94106404958677691841018031482235529, 0.95080171357791964936723161372356117, 9357570249.375, 74860561995, 75025830639
3, 8, 5, 0.94292796306923654103826493155793287, 0.94150752988666341902757039861171506, 0.94201245937713540268276801725733094, 9357570249.375, 74860561995, 75025830639
3, 8, 6, 0.96234944293613622345873181984643452, 0.98605555555555557400992938710260205, 0.97393597011721810829953938082326204, 9357570249.375, 74860561995, 75025830639
3, 8, 7, 0.93399147603291354791110734367975965, 0.95862403100775195330385258785099722, 0.94597459473444245325879364827414975, 9357570249.375, 74860561995, 75025830639
3, 8, 8, 0.97941540026730533607945972107700072, 0.88628756587380730369574166616075672, 0.93031542508628606302778507597395219, 9357570249.375, 74860561995, 75025830639
3, 8, 9, 0.90668363549044916904762203557766043, 0.93665322580645171690605366165982559, 0.92116112901310198690651986908051185, 9357570249.375, 74860561995, 75025830639

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 9, 0, 0.964663, 0.986878, 0.975574, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 1, 0.93709266598610851950468259019544348, 0.98720438362763252015952275542076677, 0.96137634342315159141634239858831279, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 2, 0.97685309758049265749235701150610112, 0.92341258145855853456396289402619004, 0.94922652607443980254942061947076581, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 3, 0.94778084237326432059944636421278119, 0.94053764573676090776643832214176655, 0.94388839325146278724787407554686069, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 4, 0.96848678619197081651748248987132683, 0.94626168224299078701733378693461418, 0.95700327888712954926830889235134237, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 5, 0.93987248843988036028918031661305577, 0.94808580858085811371438467176631093, 0.94387913987979643604120383315603249, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 6, 0.96228054886909830667462983910809271, 0.98504754754754764167756775350426324, 0.9734181215681795285021848940232303, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 7, 0.93512174670424408340352329105371609, 0.9605697151424288371401871700072661, 0.94738558448862320027217265305807814, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 8, 0.98247423956488388885333051803172566, 0.89260257562144351695110344735439867, 0.93517877038082786178563310386380181, 8518722209.4444446563720703125, 76668499885, 76858015366
3, 9, 9, 0.91404358990418266284194714899058454, 0.94068614068614053724814993984182365, 0.92685418935381191918310150867910124, 8518722209.4444446563720703125, 76668499885, 76858015366

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 10, 0, 0.969453, 0.985869, 0.977515, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 1, 0.93267355211979174889336263731820509, 0.9872226855713094328947931899165269, 0.95895314456110136713817837517126463, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 2, 0.97718809252726490655049929046072066, 0.92828754578754590909284161170944571, 0.95165700262432029177261938457377255, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 3, 0.95329390382179468588219606317579746, 0.94551485148514857748125450598308817, 0.94916745075385478003227035515010357, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 4, 0.96952964075392988885226941420114599, 0.94519974226804115424727115168934688, 0.9571280946750062579297946285805665, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 5, 0.94573127701876469330954932956956327, 0.95476190476190470057815673499135301, 0.95004192299300593838040640548570082, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 6, 0.96336037939513730066209973301738501, 0.98607920792079206684377368219429627, 0.97443372926539173484172806638525799, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 7, 0.93611608970446835709111610412946902, 0.95765496639283043123214156366884708, 0.94647070559971702152779471362009645, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 8, 0.98266874627153932841849837132031098, 0.89578947368421046881792335625505075, 0.93708769424196547426220149645814672, 7728184469.6000003814697265625, 77281844696, 77496007732
3, 10, 9, 0.91056046824007663698097303495160304, 0.93567676767676777327409354256815277, 0.92282345332333393095325391186634079, 7728184469.6000003814697265625, 77281844696, 77496007732

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 11, 0, 0.969638, 0.98688, 0.978089, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 1, 0.93177731722028489524944916411186568, 0.98542699724517890391695118523784913, 0.95765859243990558713477412311476655, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 2, 0.98109949531354267993066287090186961, 0.92727272727272735952652737978496589, 0.95315061260924560659901771941804327, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 3, 0.95243925223125946999402913206722587, 0.94454458584893363770618179842131212, 0.94832484290303942220390354123082943, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 4, 0.9705426537339204573484607863065321, 0.94524793388429761975544352026190609, 0.95718588949472749316527142582344823, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 5, 0.94389735179646117035900942937587388, 0.95135308417706321293394466920290142, 0.94730572621717390457973806405789219, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 6, 0.96132110328797970577596743169124238, 0.9850258437214960416383746633073315, 0.9729490293485564267328413734503556, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 7, 0.93201778479637387153644567661103792, 0.95672401506668025561452850524801761, 0.94398353988811833925609562356839888, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 8, 0.97940271015706881208018330653430894, 0.89359918349493339118083667926839553, 0.93420769098283495956991373532218859, 7109076079.90909099578857421875, 78199836879, 78434846039
3, 11, 9, 0.90774955379013499978668733092490584, 0.93366633366633378088295103225391358, 0.92005283256280645520774896795046516, 7109076079.90909099578857421875, 78199836879, 78434846039

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 12, 0, 0.965528, 0.98685, 0.976028, 6577382383.75, 78928588605, 79186343357
3, 12, 1, 0.93804543701131015698280180004076101, 0.98725911769390028993598207307513803, 0.96183178508574107556938770358101465, 6577382383.75, 78928588605, 79186343357
3, 12, 2, 0.97804868191512828179412508688983507, 0.92250087077673292856871967160259373, 0.94916629341913505424344066341291182, 6577382383.75, 78928588605, 79186343357
3, 12, 3, 0.94985334031017798483986780411214568, 0.94453781512605028414242269718670286, 0.94691181786090838912173239805269986, 6577382383.75, 78928588605, 79186343357
3, 12, 4, 0.96759749791686822106839827029034495, 0.94420010288065825410086517877061851, 0.95560857973069712745228798667085357, 6577382383.75, 78928588605, 79186343357
3, 12, 5, 0.94627855206081601391332469574990682, 0.94921052631578939351442159022553824, 0.94765904346042406647399047869839706, 6577382383.75, 78928588605, 79186343357
3, 12, 6, 0.96138292700502614440694060249370523, 0.98503537961369280751000587770249695, 0.97292242983500409891917115601245314, 6577382383.75, 78928588605, 79186343357
3, 12, 7, 0.93490105898619813018513013957999647, 0.9595807716296890221840953927312512, 0.94686639850441223220656183912069537, 6577382383.75, 78928588605, 79186343357
3, 12, 8, 0.97850209581089819810273411349044181, 0.89372362869198307411267023780965246, 0.93363921444884301337197030079551041, 6577382383.75, 78928588605, 79186343357
3, 12, 9, 0.90930632933002220052998154642409645, 0.93868155549025378281413622971740551, 0.92334889092792693521261071509798057, 6577382383.75, 78928588605, 79186343357

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 13, 0, 0.966906, 0.986882, 0.976635, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 1, 0.93381925711304325510297985601937398, 0.98630683042447764297122603238676675, 0.95924145843635266750482060160720721, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 2, 0.97899809158021611210642731748521328, 0.92920227920227926876606261430424638, 0.95329665637957272661395791146787815, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 3, 0.95166485615395390862403246501344256, 0.9426342887881349330569946687319316, 0.94683017521961398976770851731998846, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 4, 0.96621434756258106624215997726423666, 0.94723492723492708211807666884851642, 0.95651634584212696932326025489601307, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 5, 0.94318018676060688676443533040583134, 0.94706163401815612878920092043699697, 0.9448495543599155777059195315814577, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 6, 0.96261350007536305994904068938922137, 0.98605240912933211916424625087529421, 0.97399451850452622991838325106073171, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 7, 0.93061255736062864496460633745300584, 0.95859298928919178806040690687950701, 0.94414206611480555597637476239469834, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 8, 0.98173122244345756293171234574401751, 0.89367185942528415409924491541460156, 0.93521525319089160444008257400128059, 6090759089.923076629638671875, 79179868169, 79459240148
3, 13, 9, 0.91473274939518334214483274990925565, 0.93380303906619688270041024225065485, 0.92375169011954072484371636164723895, 6090759089.923076629638671875, 79179868169, 79459240148

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 14, 0, 0.968466, 0.984909, 0.976536, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 1, 0.93850143803089303151665490076993592, 0.98631010339871105774278703393065371, 0.96149023054840543345278547349153087, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 2, 0.97588330503855869046958559920312837, 0.92725868725868720865435079758754, 0.95064055136466196760380853447713889, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 3, 0.95118828227414486953250616352306679, 0.93955207653837802261875822296133265, 0.94504909542376924758144696170347743, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 4, 0.96851352892004172190354438498616219, 0.94517894114167411157012566036428325, 0.95638700730708869901519619816099294, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 5, 0.94700422409605267137777673269738443, 0.94591346153846156408206979904207401, 0.94605207766578125472278770757839084, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 6, 0.96162452421762434351393267206731252, 0.98404314777554213744537037200643681, 0.97248088213533523394005442241905257, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 7, 0.93308540748423951516343777257134207, 0.96052767052767062949669707450084388, 0.94618378642082334728513615118572488, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 8, 0.97647723576663181255241852340986952, 0.90005330490405111021345874178223312, 0.9363717131743688470990605310362298, 5664367233.4285717010498046875, 79301141268, 79601926142
3, 14, 9, 0.90754949798893835843927035966771655, 0.93464956405097243674617857323028147, 0.92031040040614264796658972045406699, 5664367233.4285717010498046875, 79301141268, 79601926142

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 15, 0, 0.969616, 0.986869, 0.978006, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 1, 0.93583384029405947135415999582619406, 0.98721461187214609722673230862710625, 0.9606051884255345507668266691325698, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 2, 0.97714480665881742194045500582433306, 0.92634920634920647763976830901810899, 0.95065717150459860818045854102820158, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 3, 0.95197606687326419283579070906853303, 0.94353233830845784080310068020480685, 0.94725691131425049373859792467555963, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 4, 0.96821139247989973508623506859294139, 0.95250000000000012434497875801753253, 0.959962309121992207749940462235827, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 5, 0.94635298591932870415632805816130713, 0.94821493624772312802662099784356542, 0.94703925834350444201703567159711383, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 6, 0.95977452288431663873780053108930588, 0.98507462686567159870776322350138798, 0.9720180913959892698983367154141888, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 7, 0.93533121969695232067465440195519477, 0.95859213250517605331424420000985265, 0.94652556804946719193338822151417844, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 8, 0.98279713976144067455464892191230319, 0.89786706349206357735681649501202628, 0.9380390363269729414597009053977672, 5326011398.53333377838134765625, 79890170978, 80214274137
3, 15, 9, 0.91337482038311779142247814888833091, 0.93467510930197506002770069244434126, 0.92356777076961138472910306518315338, 5326011398.53333377838134765625, 79890170978, 80214274137

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 16, 0, 0.968847, 0.986862, 0.977588, 5076275367.75, 81220405884, 81578523040
3, 16, 1, 0.93573440210051073151475975464563817, 0.98718563512361456879773413675138727, 0.96059617021930776559202058706432581, 5076275367.75, 81220405884, 81578523040
3, 16, 2, 0.97901171801719666376584427780471742, 0.92830710955710971088450378374545835, 0.9525062289205180610096590498869773, 5076275367.75, 81220405884, 81578523040
3, 16, 3, 0.95235876344509773350210934950155206, 0.94645957341269848495102223751018755, 0.94927216063318353711508734704693779, 5076275367.75, 81220405884, 81578523040
3, 16, 4, 0.96307376338492112211042694980278611, 0.95047814207650249684888876799959689, 0.95629095842149514083985195611603558, 5076275367.75, 81220405884, 81578523040
3, 16, 5, 0.94566696165657215811251035120221786, 0.94582158521303250076073254604125395, 0.94540656965039515657878155252547003, 5076275367.75, 81220405884, 81578523040
3, 16, 6, 0.963476619032335390713228662207257, 0.98507104454685090466625752014806494, 0.97392682451015311073660996044054627, 5076275367.75, 81220405884, 81578523040
3, 16, 7, 0.93795566260782570200404961724416353, 0.95860877403846167510437226155772805, 0.94790377783007218059907472706981935, 5076275367.75, 81220405884, 81578523040
3, 16, 8, 0.97865210899237919939253060874762014, 0.89265536723163829702087923578801565, 0.93307536936474011479702994620311074, 5076275367.75, 81220405884, 81578523040
3, 16, 9, 0.9132631380302027590545321800163947, 0.93663594470046085405101621290668845, 0.92422053952112825925269135041162372, 5076275367.75, 81220405884, 81578523040

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 17, 0, 0.96956, 0.986919, 0.978037, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 1, 0.93727553548692688067944800422992557, 0.9854213800904977338390722252370324, 0.96056543061683941076012160920072347, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 2, 0.97807437959342236055704233876895159, 0.93297974927675986211994541008607484, 0.95474816788757854713054484818712808, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 3, 0.95154940752300520845352593823918141, 0.94351944167497503457298080320470035, 0.94710486038969698974199218355352059, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 4, 0.96446824783201379194252922388841398, 0.94720256523662105241356812257436104, 0.95549180595977345475944275676738471, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 5, 0.94686517195036778993255666136974469, 0.9482262506679819402677367179421708, 0.94715041952807466074659714649897069, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 6, 0.95995818109837116605120854728738777, 0.98504486540378854986244050451205112, 0.97211787754645107018092176076606847, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 7, 0.94152625971871273247160161190549843, 0.96156717578623207565158281795447692, 0.95114242309864582836098634288646281, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 8, 0.98407308377896618445390686247264966, 0.89782276546982420217801745820906945, 0.93848615192969275788925642700633034, 4764415793.8823528289794921875, 80995068496, 81376287759
3, 17, 9, 0.91216948709964296160279673131299205, 0.93772131880221409883091610026895069, 0.92423954064257352047917493109707721, 4764415793.8823528289794921875, 80995068496, 81376287759

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 18, 0, 0.968062, 0.986887, 0.977131, 4512394957.5, 81223109235, 81626780930
3, 18, 1, 0.93919113709737978012981329811736941, 0.98724954462659375575839248995180242, 0.96232549431966374342550807341467589, 4512394957.5, 81223109235, 81626780930
3, 18, 2, 0.97902682444738631239999904209980741, 0.92725176959542821020221481376211159, 0.95214497307818168891913046536501497, 4512394957.5, 81223109235, 81626780930
3, 18, 3, 0.949293308482181852347991934948368, 0.94451406293511530609663395807729103, 0.94642599990548625932262893911683932, 4512394957.5, 81223109235, 81626780930
3, 18, 4, 0.96918400947679828050240757875144482, 0.94729792685767533200191792275290936, 0.95748580841235642058251187336281873, 4512394957.5, 81223109235, 81626780930
3, 18, 5, 0.94450124664299872634387611469719559, 0.94917211328976058837270102230831981, 0.94646251914656687187488159906934015, 4512394957.5, 81223109235, 81626780930
3, 18, 6, 0.96161224365721564844022850593319163, 0.98607503607503610432161167409503832, 0.97352297432422141287844397083972581, 4512394957.5, 81223109235, 81626780930
3, 18, 7, 0.93724155856367608041779249106184579, 0.96052631578947378354627062435611151, 0.94828810554259468368343277688836679, 4512394957.5, 81223109235, 81626780930
3, 18, 8, 0.98401925021216207767338346457108855, 0.89787937429446840198465906723868102, 0.93834964877268645100372168599278666, 4512394957.5, 81223109235, 81626780930
3, 18, 9, 0.91545552610618585731572238728404045, 0.9396103896103894514979515406594146, 0.92661651380051779369750875048339367, 4512394957.5, 81223109235, 81626780930

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 19, 0, 0.969699, 0.983863, 0.976487, 4309261112, 81875961128, 82312464766
3, 19, 1, 0.93523631568095100252691054265596904, 0.98627694463017778758739950717426836, 0.95977841809166475339765156604698859, 4309261112, 81875961128, 82312464766
3, 19, 2, 0.9762012767320151773731140565359965, 0.92535885167464093647993195190792903, 0.94958188132086751576110827954835258, 4309261112, 81875961128, 82312464766
3, 19, 3, 0.95235404470435724988419678993523121, 0.94747875979256312994891686685150489, 0.94974221197455555021349482558434829, 4309261112, 81875961128, 82312464766
3, 19, 4, 0.96851275842715844888175524829421192, 0.94827657378740981553022493244498037, 0.95765516548866003176954109221696854, 4309261112, 81875961128, 82312464766
3, 19, 5, 0.94923290281049310657124351564561948, 0.95040126913027256350119387207087129, 0.94910336528340766282241247608908452, 4309261112, 81875961128, 82312464766
3, 19, 6, 0.96055156432686128464837338469806127, 0.98508517301963183232516030329861678, 0.97247430203289819683476480349781923, 4309261112, 81875961128, 82312464766
3, 19, 7, 0.93279174305927958776862851664191112, 0.95954279638490158621522141402238049, 0.94564158480706284048977749989717267, 4309261112, 81875961128, 82312464766
3, 19, 8, 0.97843338136981605757114266452845186, 0.89684210526315788492013325594598427, 0.93524108267465777544202865101397038, 4309261112, 81875961128, 82312464766
3, 19, 9, 0.91494102352077866235902092739706859, 0.93270185623710943900732672773301601, 0.92266318782075595894553998732590117, 4309261112, 81875961128, 82312464766

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 20, 0, 0.968749, 0.985878, 0.977072, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 1, 0.93973650473852343711911316859186627, 0.98632996632996616792610211632563733, 0.96203582873351167759068403029232286, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 2, 0.97833822832471162289635913111851551, 0.92933599419448464917792307460331358, 0.95256740789671834335194944287650287, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 3, 0.95246946159370671214361436796025373, 0.94547058823529417370679084342555143, 0.94854110654015255654769589455099776, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 4, 0.9662466328946882621053759976348374, 0.95042517006802706980295170069439337, 0.95783207170767448168646751582855359, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 5, 0.94722521818555593942079440239467658, 0.95256038647342999858835810300661251, 0.94951330320776194948706461218534969, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 6, 0.96098302039218896908323586103506386, 0.986098039215686505976066200673813, 0.97305925248840452468357398174703121, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 7, 0.93767634128614874011731217251508497, 0.95767345399698322605530620421632193, 0.94694882792845369579026737483218312, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 8, 0.98296261191115219535419100793660618, 0.89802748226950357413045367138693109, 0.93814291662189774889668569812783971, 4096116573.19999980926513671875, 81922331464, 82388023733
3, 20, 9, 0.91494640978579577783591503248317167, 0.93665306122448988013218240666901693, 0.92520381840476240142834285506978631, 4096116573.19999980926513671875, 81922331464, 82388023733

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 21, 0, 0.968728, 0.986913, 0.977576, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 1, 0.93728295361693303444639013832784258, 0.98635012785956155401123623960302211, 0.96068859593301869637116396916098893, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 2, 0.97827254516006989515375380506156944, 0.92629737609329443337458087626146153, 0.95101828895242102035467723908368498, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 3, 0.95121746358987802061335514736128971, 0.94351311953352789974047709620208479, 0.94677015139010634037219915626337752, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 4, 0.96880745326536565897868058527819812, 0.94929738778027394907610414520604536, 0.95855497219031682298862051538890228, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 5, 0.94482502622593700358777368819573894, 0.94920970502365820120616035637794994, 0.94657717868323387744311503411154263, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 6, 0.96293186349549486635623907204717398, 0.9840214454576158287224529885861557, 0.97305398091469641475015350806643255, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 7, 0.93083977029629938471089189988560975, 0.95745383867832856150670295392046683, 0.94323816934051929461446661662193947, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 8, 0.98333171193960411393675258295843378, 0.90110420979986216583057512252707966, 0.93972274581320869302203391271177679, 3906026258.952381134033203125, 82026551438, 82515284245
3, 21, 9, 0.91638808358752144034298225960810669, 0.93473488686254668778019549790769815, 0.92457507742449673848739166714949533, 3906026258.952381134033203125, 82026551438, 82515284245

knn, kfold, clase, precision, recall, f1, tiempo por fold, tiempo total knn, tiempo total fold
3, 22, 0, 0.970739, 0.986891, 0.97858, 3771929266.727272510528564453125, 82982443868, 83497668247
3, 22, 1, 0.9368369643664918866576840628113132, 0.98543599257884995079592727051931433, 0.95998367731055112006544050018419512, 3771929266.727272510528564453125, 82982443868, 83497668247
3, 22, 2, 0.9793379650677259684599107458780054, 0.92823178594455224565962225824478082, 0.95267869904274138370681157539365813, 3771929266.727272510528564453125, 82982443868, 83497668247
3, 22, 3, 0.95575826640444827564380148032796569, 0.9455423803249889402877670363523066, 0.95020429861186028741570908096036874, 3771929266.727272510528564453125, 82982443868, 83497668247
3, 22, 4, 0.96653067613085208442669227224541828, 0.94628099173553714695827920877491124, 0.95575558866363430343682239254121669, 3771929266.727272510528564453125, 82982443868, 83497668247
