k,clase,precision,recall,f1,tiempo
4,0,0.985082,0.98913,0.987094,9.73479e+09
4,1,0.961535,0.990294,0.975675,9.73479e+09
4,2,0.983199,0.958704,0.970783,9.73479e+09
4,3,0.961963,0.958654,0.960285,9.73479e+09
4,4,0.974639,0.955355,0.964889,9.73479e+09
4,5,0.957878,0.949281,0.953519,9.73479e+09
4,6,0.967422,0.988899,0.978042,9.73479e+09
4,7,0.954273,0.96763,0.960878,9.73479e+09
4,8,0.971189,0.932637,0.95152,9.73479e+09
4,9,0.932189,0.950505,0.941245,9.73479e+09
