k,clase,precision,recall,f1,tiempo
4,0,0.981579,0.991718,0.986614,6.85661e+10
4,1,0.945898,0.992057,0.968391,6.85661e+10
4,2,0.982922,0.944277,0.963193,6.85661e+10
4,3,0.952837,0.951923,0.952372,6.85661e+10
4,4,0.975079,0.952817,0.963813,6.85661e+10
4,5,0.944235,0.943702,0.943962,6.85661e+10
4,6,0.970767,0.988394,0.979499,6.85661e+10
4,7,0.943598,0.961353,0.952384,6.85661e+10
4,8,0.972058,0.907571,0.938656,6.85661e+10
4,9,0.927034,0.949495,0.938109,6.85661e+10
