k,clase,precision,recall,f1,tiempo
4,0,0.982071,0.990683,0.98635,1.78395e+10
4,1,0.952952,0.990735,0.97146,1.78395e+10
4,2,0.984066,0.951241,0.967363,1.78395e+10
4,3,0.956746,0.956731,0.95673,1.78395e+10
4,4,0.97554,0.951294,0.963257,1.78395e+10
4,5,0.952811,0.94315,0.947895,1.78395e+10
4,6,0.966421,0.987386,0.976788,1.78395e+10
4,7,0.948261,0.965215,0.956651,1.78395e+10
4,8,0.970727,0.915923,0.942489,1.78395e+10
4,9,0.925895,0.951515,0.938499,1.78395e+10
