k,clase,precision,recall,f1,tiempo
4,0,0.985115,0.990166,0.987619,7.14427e+09
4,1,0.970256,0.988969,0.979486,7.14427e+09
4,2,0.982233,0.96169,0.971843,7.14427e+09
4,3,0.965966,0.953846,0.959843,7.14427e+09
4,4,0.971224,0.95789,0.964499,7.14427e+09
4,5,0.959557,0.951508,0.955493,7.14427e+09
4,6,0.967907,0.988898,0.978288,7.14427e+09
4,7,0.954254,0.967629,0.960867,7.14427e+09
4,8,0.969902,0.94099,0.955213,7.14427e+09
4,9,0.931735,0.95101,0.941273,7.14427e+09
