k,clase,precision,recall,f1,tiempo
4,0,0.984088,0.990683,0.987367,5.88714e+09
4,1,0.972303,0.988087,0.980097,5.88714e+09
4,2,0.979836,0.965173,0.972441,5.88714e+09
4,3,0.971273,0.956731,0.963916,5.88714e+09
4,4,0.970662,0.956877,0.963683,5.88714e+09
4,5,0.959775,0.955966,0.957842,5.88714e+09
4,6,0.965572,0.990412,0.977833,5.88714e+09
4,7,0.957011,0.968593,0.962746,5.88714e+09
4,8,0.97097,0.942557,0.956541,5.88714e+09
4,9,0.936335,0.948485,0.942348,5.88714e+09
