k,clase,precision,recall,f1,tiempo
4,0,0.983613,0.991201,0.987379,1.25139e+10
4,1,0.959089,0.990735,0.974629,1.25139e+10
4,2,0.982663,0.956713,0.969493,1.25139e+10
4,3,0.965093,0.956731,0.960892,1.25139e+10
4,4,0.977627,0.953325,0.965318,1.25139e+10
4,5,0.955223,0.950393,0.952774,1.25139e+10
4,6,0.967422,0.988899,0.978042,1.25139e+10
4,7,0.948861,0.968596,0.958614,1.25139e+10
4,8,0.972042,0.924803,0.947816,1.25139e+10
4,9,0.930426,0.951515,0.940832,1.25139e+10
