k,clase,precision,recall,f1,tiempo
4,0,0.984583,0.98913,0.98684,8.20698e+09
4,1,0.969014,0.989411,0.979067,8.20698e+09
4,2,0.982711,0.9592,0.970796,8.20698e+09
4,3,0.964669,0.95625,0.960422,8.20698e+09
4,4,0.97566,0.955863,0.96565,8.20698e+09
4,5,0.960186,0.953736,0.956935,8.20698e+09
4,6,0.966915,0.98789,0.97729,8.20698e+09
4,7,0.95516,0.96811,0.961573,8.20698e+09
4,8,0.970357,0.939947,0.954902,8.20698e+09
4,9,0.930089,0.953535,0.941658,8.20698e+09
