k,clase,precision,recall,f1,tiempo
4,0,0.980586,0.991201,0.985853,2.37891e+10
4,1,0.94896,0.990735,0.969373,2.37891e+10
4,2,0.984532,0.948753,0.966297,2.37891e+10
4,3,0.957258,0.957692,0.957463,2.37891e+10
4,4,0.97451,0.950282,0.962227,2.37891e+10
4,5,0.953318,0.943149,0.948171,2.37891e+10
4,6,0.96688,0.986882,0.976776,2.37891e+10
4,7,0.946406,0.964248,0.955222,2.37891e+10
4,8,0.970586,0.912269,0.940493,2.37891e+10
4,9,0.926878,0.95202,0.939244,2.37891e+10
