cant_entrenemiento,clase,precision,recall,f1,tiempo_por_fold,tiempo_total_knn_pca,tiempo_total_fold
150,8,0.34999999999999997779553950749686919,0.40000000000000002220446049250313081,0.36666666666666664076146275874634739,1415786291.2999999523162841796875,14157862913,14165292890
150,9,0.5333333333333333259318465024989564,0.65000000000000002220446049250313081,0.54000000000000003552713678800500929,1415786291.2999999523162841796875,14157862913,14165292890
200,0,0.941667,0.916667,0.912381,1440922097.2000000476837158203125,14409220972,14418583332
200,1,0.69166666666666665186369300499791279,0.96666666666666656304585103498538956,0.78833333333333333037273860099958256,1440922097.2000000476837158203125,14409220972,14418583332
200,2,0.56666666666666665186369300499791279,0.40000000000000002220446049250313081,0.44666666666666665630458510349853896,1440922097.2000000476837158203125,14409220972,14418583332
200,3,0.59999999999999997779553950749686919,0.69999999999999995559107901499373838,0.62666666666666670515439818700542673,1440922097.2000000476837158203125,14409220972,14418583332
200,4,0.73333333333333328152292551749269478,0.80000000000000004440892098500626162,0.7433333333333332904047097144939471,1440922097.2000000476837158203125,14409220972,14418583332
200,5,0.55000000000000004440892098500626162,0.55000000000000004440892098500626162,0.51666666666666671847707448250730522,1440922097.2000000476837158203125,14409220972,14418583332
200,6,0.69999999999999995559107901499373838,0.75,0.70666666666666666518636930049979128,1440922097.2000000476837158203125,14409220972,14418583332
200,7,0.76666666666666660745477201999165118,0.75,0.69666666666666665630458510349853896,1440922097.2000000476837158203125,14409220972,14418583332
200,8,0.5,0.40000000000000002220446049250313081,0.41666666666666662965923251249478199,1440922097.2000000476837158203125,14409220972,14418583332
200,9,0.72999999999999998223643160599749535,0.68333333333333334813630699500208721,0.64714285714285724182559533801395446,1440922097.2000000476837158203125,14409220972,14418583332
300,0,0.91,0.95,0.920115,1517839287.900000095367431640625,15178392879,15192781606
300,1,0.78000000000000002664535259100375697,1,0.86507936507936500358795228748931549,1517839287.900000095367431640625,15178392879,15192781606
300,2,0.86666666666666658525031152748852037,0.63333333333333341474968847251147963,0.70357142857142851433138730499194935,1517839287.900000095367431640625,15178392879,15192781606
300,3,0.66166666666666662521834041399415582,0.70000000000000006661338147750939243,0.63619047619047608410625116448500194,1517839287.900000095367431640625,15178392879,15192781606
300,4,0.76666666666666660745477201999165118,0.76666666666666660745477201999165118,0.7552380952380952638947064770036377,1517839287.900000095367431640625,15178392879,15192781606
300,5,0.66666666666666662965923251249478199,0.5333333333333333259318465024989564,0.57380952380952376934430958499433473,1517839287.900000095367431640625,15178392879,15192781606
300,6,0.90999999999999992006394222698872909,0.73333333333333328152292551749269478,0.78500000000000003108624468950438313,1517839287.900000095367431640625,15178392879,15192781606
300,7,0.79166666666666662965923251249478199,0.76666666666666671847707448250730522,0.75333333333333329928649391149519943,1517839287.900000095367431640625,15178392879,15192781606
300,8,0.65000000000000002220446049250313081,0.56666666666666665186369300499791279,0.58333333333333325931846502498956397,1517839287.900000095367431640625,15178392879,15192781606
300,9,0.67777777777777781231804965500487015,0.80000000000000004440892098500626162,0.71296703296703278773804868251318112,1517839287.900000095367431640625,15178392879,15192781606
400,0,0.849524,0.935,0.883088,1651769767.7999999523162841796875,16517697678,16534451060
400,1,0.74547619047619040344443419598974288,1,0.84899711399711408343904395223944448,1651769767.7999999523162841796875,16517697678,16534451060
400,2,0.9800000000000000932587340685131494,0.6849999999999999422684027194918599,0.78833333333333333037273860099958256,1651769767.7999999523162841796875,16517697678,16534451060
400,3,0.79500000000000003996802888650563546,0.78499999999999992006394222698872909,0.75158730158730158166235923999920487,1651769767.7999999523162841796875,16517697678,16534451060
400,4,0.8800000000000001154631945610162802,0.80000000000000004440892098500626162,0.82698412698412693266902806499274448,1651769767.7999999523162841796875,16517697678,16534451060
400,5,0.74833333333333340586790427551022731,0.67500000000000004440892098500626162,0.68460317460317454685281290949205868,1651769767.7999999523162841796875,16517697678,16534451060
400,6,0.9016666666666666163365562169929035,0.80000000000000004440892098500626162,0.82325396825396846001154926852905191,1651769767.7999999523162841796875,16517697678,16534451060
400,7,0.82666666666666654972317473948351108,0.83000000000000007105427357601001859,0.8138095238095237604625253879930824,1651769767.7999999523162841796875,16517697678,16534451060
400,8,0.75833333333333330372738600999582559,0.63333333333333330372738600999582559,0.66904761904761911317507383500924334,1651769767.7999999523162841796875,16517697678,16534451060
400,9,0.75222222222222223653176342850201763,0.83499999999999996447286321199499071,0.77825396825396819799891545699210837,1651769767.7999999523162841796875,16517697678,16534451060
500,0,0.863333,0.943333,0.893045,1829737283.2000000476837158203125,18297372832,18320903124
500,1,0.78154761904761904656169235749985091,1,0.87389277389277375540643788554007187,1829737283.2000000476837158203125,18297372832,18320903124
500,2,0.98571428571428576503876684000715613,0.77857142857142858094476878250134178,0.85813519813519811840762940846616402,1829737283.2000000476837158203125,18297372832,18320903124
500,3,0.84142857142857141461433911899803206,0.79000000000000003552713678800500929,0.79244588744588750905961660464527085,1829737283.2000000476837158203125,18297372832,18320903124
500,4,0.79809523809523807980070841949782334,0.76333333333333341919058057101210579,0.76803418803418799232218816541717388,1829737283.2000000476837158203125,18297372832,18320903124
500,5,0.81714285714285705974901929948828183,0.76500000000000001332267629550187849,0.76182539682539684999795781550346874,1829737283.2000000476837158203125,18297372832,18320903124
500,6,0.83047619047619036791729740798473358,0.76000000000000000888178419700125232,0.77329004329004336071307079691905528,1829737283.2000000476837158203125,18297372832,18320903124
500,7,0.83714285714285718853489015600644052,0.83499999999999996447286321199499071,0.82368686868686880053758159192511812,1829737283.2000000476837158203125,18297372832,18320903124
500,8,0.90714285714285713968507707249955274,0.65500000000000002664535259100375697,0.72542568542568530709502283571055159,1829737283.2000000476837158203125,18297372832,18320903124
500,9,0.71095238095238089126581826349138282,0.7699999999999999067412659314868506,0.72934343434343440470968289446318522,1829737283.2000000476837158203125,18297372832,18320903124
600,0,0.883492,0.95,0.907269,1859372792.2000000476837158203125,18593727922,18618388628
600,1,0.77002164502164505144321537954965606,0.98333333333333339254522798000834882,0.85941607412195630821827307954663411,1859372792.2000000476837158203125,18593727922,18618388628
600,2,0.97083333333333343695414896501461044,0.79464285714285709527615608749329112,0.86780219780219769454276956821558997,1859372792.2000000476837158203125,18593727922,18618388628
600,3,0.82190476190476180473609701948589645,0.79666666666666663410012461099540815,0.79686813186813176823619642163976096,1859372792.2000000476837158203125,18593727922,18618388628
600,4,0.81452380952380953882396852350211702,0.73095238095238079800708419497823343,0.76476190476190475386886191699886695,1859372792.2000000476837158203125,18593727922,18618388628
600,5,0.82726190476190475386886191699886695,0.82666666666666654972317473948351108,0.82028638028638023449445881851715967,1859372792.2000000476837158203125,18593727922,18618388628
600,6,0.84666666666666667850904559600166976,0.76333333333333341919058057101210579,0.7867676767676767823900263465475291,1859372792.2000000476837158203125,18593727922,18618388628
600,7,0.80031746031746031633247184799984097,0.8366666666666665586049589364847634,0.80389388389388383160394369042478502,1859372792.2000000476837158203125,18593727922,18618388628
600,8,0.89166666666666682949937694502295926,0.65500000000000002664535259100375697,0.74137806637806646925525910774013028,1859372792.2000000476837158203125,18593727922,18618388628
600,9,0.6960317460317460014351809149957262,0.76666666666666671847707448250730522,0.72239926739926740850705755292437971,1859372792.2000000476837158203125,18593727922,18618388628
700,0,0.905505,0.971429,0.931881,1949407404.599999904632568359375,19494074046,19524967896
700,1,0.77041125541125543563225619436707348,0.97321428571428580944768782501341775,0.85748157157599869115927049278980121,1949407404.599999904632568359375,19494074046,19524967896
700,2,0.94821428571428578724322733251028694,0.77222222222222225429533182250452228,0.84518207282913171418670117418514565,1949407404.599999904632568359375,19494074046,19524967896
700,3,0.87023809523809525501292228000238538,0.84285714285714286031492292750044726,0.84816183816183821075895821195445023,1949407404.599999904632568359375,19494074046,19524967896
700,4,0.81035714285714277593797305598855019,0.76249999999999995559107901499373838,0.77918498168498162570472231891471893,1949407404.599999904632568359375,19494074046,19524967896
700,5,0.84250000000000002664535259100375697,0.76666666666666671847707448250730522,0.79226440226440220104819900370785035,1949407404.599999904632568359375,19494074046,19524967896
700,6,0.84880952380952368052646761498181149,0.83095238095238088682492616499075666,0.83194139194139182791332132183015347,1949407404.599999904632568359375,19494074046,19524967896
700,7,0.80297619047619051002584456000477076,0.82857142857142851433138730499194935,0.80765567765567758407030396483605728,1949407404.599999904632568359375,19494074046,19524967896
700,8,0.90976190476190477163243031100137159,0.7261904761904760530200064749806188,0.80263403263403243492746241827262565,1949407404.599999904632568359375,19494074046,19524967896
700,9,0.71369047619047620845122992250253446,0.77321428571428563181200388498837128,0.7374310493428140045324425955186598,1949407404.599999904632568359375,19494074046,19524967896
800,0,0.937727,0.965278,0.94623,2085641708.7000000476837158203125,20856417087,20891915029
800,1,0.76611111111111118709970924101071432,0.97777777777777785672697064001113176,0.85643176568873147225247066671727225,2085641708.7000000476837158203125,20856417087,20891915029
800,2,0.95388888888888900829954309301683679,0.80333333333333334369541489650146104,0.86742948056415569713095692350179888,2085641708.7000000476837158203125,20856417087,20891915029
800,3,0.8991161616161615910414184327237308,0.86964285714285693984493263997137547,0.8741065616530011572749003789795097,2085641708.7000000476837158203125,20856417087,20891915029
800,4,0.84349206349206351518432711600326002,0.76249999999999995559107901499373838,0.79414781297134240389823389705270529,2085641708.7000000476837158203125,20856417087,20891915029
800,5,0.89611111111111108051829887699568644,0.86428571428571421275677266748971306,0.8704220942456236675965897120477166,2085641708.7000000476837158203125,20856417087,20891915029
800,6,0.8752380952380951484315119159873575,0.89285714285714268267923898747540079,0.8790779645191409974458451870304998,2085641708.7000000476837158203125,20856417087,20891915029
800,7,0.78948412698412684385118609498022124,0.84107142857142846992246631998568773,0.80868347338935575585594506264897063,2085641708.7000000476837158203125,20856417087,20891915029
800,8,0.96071428571428574283430634750402533,0.74642857142857133023738924748613499,0.83309190809190813986617740738438442,2085641708.7000000476837158203125,20856417087,20891915029
800,9,0.75309523809523803983267953299218789,0.77500000000000002220446049250313081,0.75908029878618110686261388764251024,2085641708.7000000476837158203125,20856417087,20891915029
900,0,0.92965,0.968889,0.946312,2178020167,21780201670,21820560551
900,1,0.77488011988011995523351060910499655,0.97888888888888880845939866048865952,0.8627994888406786966328354537836276,2178020167,21780201670,21820560551
900,2,0.9586868686868686983970633264107164,0.80454545454545445259952884953236207,0.87001518948887368587463697622297332,2178020167,21780201670,21820560551
900,3,0.85566378066378057098972931271418929,0.86944444444444446418174266000278294,0.85826281389748881878176689497195184,2178020167,21780201670,21820560551
900,4,0.89078282828282839833633488524355926,0.77444444444444437980479278849088587,0.81690009337068159034345171676250175,2178020167,21780201670,21820560551
900,5,0.87772727272727268932328570372192189,0.84027777777777790113589162501739338,0.84756217466743777322335517965257168,2178020167,21780201670,21820560551
900,6,0.897380952380952501279409716516966,0.89583333333333325931846502498956397,0.8923022015823873775985930478782393,2178020167,21780201670,21820560551
900,7,0.78053030303030301872979634936200455,0.86777777777777775902734447299735621,0.81909921863482237913700600984157063,2178020167,21780201670,21820560551
900,8,0.94935064935064938929087929864181206,0.71944444444444444197728216749965213,0.80810116354234007296497566130710766,2178020167,21780201670,21820560551
900,9,0.75989704739704733160721161766559817,0.78194444444444444197728216749965213,0.76256153976742224731566466289223172,2178020167,21780201670,21820560551
1000,0,0.937576,0.970909,0.95117,2264772167.900000095367431640625,22647721679,22695577905
1000,1,0.79477855477855485766269794112304226,0.9800000000000000932587340685131494,0.87518162996423876087703774828696623,2264772167.900000095367431640625,22647721679,22695577905
1000,2,0.97321678321678317669096713871113025,0.84166666666666656304585103498538956,0.89902705989662512475746325435466133,2264772167.900000095367431640625,22647721679,22695577905
1000,3,0.82911616161616163989123151623061858,0.87777777777777765688682620748295449,0.84903041918521782172035727853653952,2264772167.900000095367431640625,22647721679,22695577905
1000,4,0.88078282828282827843224822572665289,0.76636363636363635798431914736283943,0.80859746290860834427860481810057536,2264772167.900000095367431640625,22647721679,22695577905
1000,5,0.88433899433899443298656706247129478,0.83194444444444448638620315250591375,0.84567267098226839294738965691067278,2264772167.900000095367431640625,22647721679,22695577905
1000,6,0.91161616161616176867710237274877727,0.92888888888888898609508260051370598,0.91728487886382636951054792007198557,2264772167.900000095367431640625,22647721679,22695577905
1000,7,0.83899766899766903271995488466927782,0.8745454545454544037497157660254743,0.85424519797517517449847446187050082,2264772167.900000095367431640625,22647721679,22695577905
1000,8,0.94166666666666665186369300499791279,0.7177777777777777368228839804942254,0.804496647143706056226619693916291,2264772167.900000095367431640625,22647721679,22695577905
1000,9,0.7457375957375957931105858733644709,0.81222222222222240084477107302518561,0.76887130346209642262067518458934501,2264772167.900000095367431640625,22647721679,22695577905
2000,0,0.95136,0.969211,0.959696,3363806236.900000095367431640625,33638062369,33728592205
2000,1,0.83863712724057548619782664900412783,0.98636363636363633133896655635908246,0.90484642709352325340432798839174211,3363806236.900000095367431640625,33638062369,33728592205
2000,2,0.97272727272727266267793311271816492,0.89057971014492753880631426000036299,0.92924165824064708374407928204163909,3363806236.900000095367431640625,33638062369,33728592205
2000,3,0.88995872033023748493008042714791372,0.87875816993464039850181279689422809,0.88312045907634151298282176867360249,3363806236.900000095367431640625,33638062369,33728592205
2000,4,0.92058897243107773444847907740040682,0.86761904761904773408787150401622057,0.89083816461865228397698501794366166,3363806236.900000095367431640625,33638062369,33728592205
2000,5,0.927668128654970614022090558137279,0.88157894736842101757190448552137241,0.9020947277139226283537709605298005,3363806236.900000095367431640625,33638062369,33728592205
2000,6,0.93761951816299637929574828376644291,0.97142857142857153007753368001431227,0.95366450339224029253415437779040076,3363806236.900000095367431640625,33638062369,33728592205
2000,7,0.86627781575149997994600425954558887,0.88078947368421045549524706075317226,0.8716014701712806456157522916328162,3363806236.900000095367431640625,33638062369,33728592205
2000,8,0.92204004329004329854058141791028902,0.74883040935672506854814400867326185,0.8199815600221279643378125001618173,3363806236.900000095367431640625,33638062369,33728592205
2000,9,0.78422221523708923740514364908449352,0.85789473684210526549520636763190851,0.81736423080279951847160191391594708,3363806236.900000095367431640625,33638062369,33728592205
3000,0,0.959218,0.976552,0.967294,4605942275.80000019073486328125,46059422758,46193231284
3000,1,0.8745456590193431134494517209532205,0.99134453781512610337500746027217247,0.92901788285349928830925136935547926,4605942275.80000019073486328125,46059422758,46193231284
3000,2,0.9725145190040824783039852263755165,0.91770833333333334813630699500208721,0.94287486654531282859181828825967386,4605942275.80000019073486328125,46059422758,46193231284
3000,3,0.91485964190302360155016003773198463,0.92592592592592593003786305416724645,0.9190714836243095708923078746011015,4605942275.80000019073486328125,46059422758,46193231284
3000,4,0.9454725845159661634653502915170975,0.89494252873563218120267492849961855,0.91800761509095596402119099366245791,4605942275.80000019073486328125,46059422758,46193231284
3000,5,0.91616639571033342548389555304311216,0.91637931034482755787706764749600552,0.91514481069976594262982416694285348,4605942275.80000019073486328125,46059422758,46193231284
3000,6,0.94188573523250940233708661253331229,0.9708602150537635200322483797208406,0.955429130516055602484470909985248,4605942275.80000019073486328125,46059422758,46193231284
3000,7,0.91696229938026385664073814041330479,0.90365591397849465149505476802005433,0.90966428272346067096520982886431739,4605942275.80000019073486328125,46059422758,46193231284
3000,8,0.94932350258437203649464208865538239,0.77142857142857146346415220250491984,0.84806348687350874282486756783328019,4605942275.80000019073486328125,46059422758,46193231284
3000,9,0.82162384859900083888817334809573367,0.88275862068965516016305627999827266,0.85027622125921165086026576318545267,4605942275.80000019073486328125,46059422758,46193231284
4000,0,0.964894,0.9875,0.975561,5978197154.6000003814697265625,59781971546,59962027837
4000,1,0.89562477495089676260420219477964565,0.99106060606060597528710331971524283,0.94071066033344319379239095724187791,5978197154.6000003814697265625,59781971546,59962027837
4000,2,0.97371187340289055978104215682833456,0.90232558139534879693144375778501853,0.93550128126072207290775395449600182,5978197154.6000003814697265625,59781971546,59962027837
4000,3,0.91613640596782630609595798887312412,0.92702702702702721726524259793222882,0.92097524479451231549376188922906294,5978197154.6000003814697265625,59781971546,59962027837
4000,4,0.94306364117981567041226753644878045,0.90485829959514174625212490354897454,0.92247326237832572015662435660487972,5978197154.6000003814697265625,59781971546,59962027837
4000,5,0.92305751266277591415843062350177206,0.92083926031294471847843396972166374,0.92087947752699439440959849889623001,5978197154.6000003814697265625,59781971546,59962027837
4000,6,0.95598018512652649381067249123589136,0.97833914053426229706644789985148236,0.96663057823365794440917397878365591,5978197154.6000003814697265625,59781971546,59962027837
4000,7,0.92138567587689901294822902855230495,0.93390243902439018519601177104050294,0.927323037786988324526760152366478,5978197154.6000003814697265625,59781971546,59962027837
4000,8,0.96002435504333050175773678347468376,0.81970310391363021551569545408710837,0.88321715556076374475935608643339947,5978197154.6000003814697265625,59781971546,59962027837
4000,9,0.84274665347836086315425063730799593,0.89244264507422399468339335726341233,0.86601484573501608110746019519865513,5978197154.6000003814697265625,59781971546,59962027837
5000,0,0.9632,0.985837,0.974127,7743718548.69999980926513671875,77437185487,77684112902
5000,1,0.90571538152810726618469061577343382,0.98922077922077922274013417336391285,0.94542366104325059605884007396525703,7743718548.69999980926513671875,77437185487,77684112902
5000,2,0.9770000502874502945616086435620673,0.90101010101010103880980750545859337,0.93648328723918028426709270206629299,7743718548.69999980926513671875,77437185487,77684112902
5000,3,0.93125648982838726830379982857266441,0.94166666666666676288599546751356684,0.93591191066766010742128401034278795,7743718548.69999980926513671875,77437185487,77684112902
5000,4,0.94562235661122184815496893861563876,0.92437943262411326195149285922525451,0.93415544378129611313710256581543945,7743718548.69999980926513671875,77437185487,77684112902
5000,5,0.93527642287323398129217366658849642,0.93825161887141539374113108351593837,0.93614582292236792060435845996835269,7743718548.69999980926513671875,77437185487,77684112902
5000,6,0.95885098688872272276739749941043556,0.98457767722473599203425465020700358,0.97133174103215491612672849441878498,7743718548.69999980926513671875,77437185487,77684112902
5000,7,0.9252491096715770302338910369144287,0.94466666666666676555053072661394253,0.93452891362624657123348015375086106,7743718548.69999980926513671875,77437185487,77684112902
5000,8,0.96494012073877433177671036901301704,0.84268617021276592815581807371927425,0.8982690899612817414521259706816636,7743718548.69999980926513671875,77437185487,77684112902
5000,9,0.87177390044943225966278532723663375,0.89747340425531907381895280195749365,0.88373049218001864524296706804307178,7743718548.69999980926513671875,77437185487,77684112902
6000,0,0.96289,0.986469,0.974316,9385273360.8999996185302734375,93852733609,94172636340
6000,1,0.91569011632833186009605697108781897,0.99083916083916090400407483684830368,0.95169808111699816244311023183399811,9385273360.8999996185302734375,93852733609,94172636340
6000,2,0.97806163327484973990522121312096715,0.90706293706293705803034299606224522,0.94014330724449557408206601394340396,9385273360.8999996185302734375,93852733609,94172636340
6000,3,0.92797399767233135214894446107791737,0.95543541788427810423911523685092106,0.94115338451175012401961339492117986,9385273360.8999996185302734375,93852733609,94172636340
6000,4,0.95599125348671631918762159330071881,0.93055051421657586363522796091274358,0.9427810017635284145498530961049255,9385273360.8999996185302734375,93852733609,94172636340
6000,5,0.95561892067470655121042000246234238,0.9357912457912457293573993410973344,0.94507839969873652652410100927227177,9385273360.8999996185302734375,93852733609,94172636340
6000,6,0.96386973870775938255661685616360046,0.98215230037017453579295533927506767,0.97262176796513166721069865161553025,9385273360.8999996185302734375,93852733609,94172636340
6000,7,0.92392721062440963386563907988602296,0.94859190988223240914578582305693999,0.93548846905401228379872691220953129,9385273360.8999996185302734375,93852733609,94172636340
