cant_entrenemiento,clase,precision,recall,f1,tiempo_por_fold,tiempo_total_knn,tiempo_total_fold
15000,5,0.94243752615668063832288225967204198,0.94770152505446625390561621316010132,0.9448953981491600151443321919941809,17356145698.700000762939453125,173561456987,173880824158
15000,6,0.96839847474380591485498825932154432,0.9852348993288589928951637375575956,0.97670553098377244083394543849863112,17356145698.700000762939453125,173561456987,173880824158
15000,7,0.94738433390959964075506150038563646,0.96129032258064517346696220556623302,0.95406558155421328226708510555909015,17356145698.700000762939453125,173561456987,173880824158
15000,8,0.97485945464954470995877500172355212,0.90749042145593850072771147097228095,0.93978436525180808480683936068089679,17356145698.700000762939453125,173561456987,173880824158
15000,9,0.92246620522584144019617724552517757,0.95086613459096691602923101527267136,0.93641087879146378547545737092150375,17356145698.700000762939453125,173561456987,173880824158
20000,0,0.979158,0.991208,0.985109,30916569833,309165698330,309593310128
20000,1,0.95191780265915570957702129817334935,0.99293984639975041428527902098721825,0.97195858186280470469853298709494993,30916569833,309165698330,309593310128
20000,2,0.98248867473179168907648772801621817,0.9422885572139303445027280758949928,0.961863399099693872074112732661888,30916569833,309165698330,309593310128
20000,3,0.95557167043218460555920046317623928,0.95865384615384618971489771865890361,0.95706174204624172574540352798067033,30916569833,309165698330,309593310128
20000,4,0.9736349164327180449873821999062784,0.95485309952315022830049429103382863,0.96407915981533243154899537330493331,30916569833,309165698330,309593310128
20000,5,0.95241815822757958098776498445658945,0.94536312849162018601134604978142306,0.94882114986608256934630389878293499,30916569833,309165698330,309593310128
20000,6,0.96933443326180768195854398072697222,0.98587888939647727593040826832293533,0.97750785196720713088325283024460077,30916569833,309165698330,309593310128
20000,7,0.94667180158969921333067532032146119,0.96570048309178757595105935251922347,0.95601612111323830411890867253532633,30916569833,309165698330,309593310128
20000,8,0.97452811457763899305462018674006686,0.91645942408376979138040496764006093,0.94446410510342104771552840247750282,30916569833,309165698330,309593310128
20000,9,0.93268777357986232257047731764032505,0.95202020202020209982407550342031755,0.94210463693394286277538185458979569,30916569833,309165698330,309593310128
